driver_id,start_time,end_time,start_location,end_location
91,1994-10-05 11:01:51 +0100,1994-10-05 13:00:23 +0100,"79.05008838994078, -125.05255357859639","-41.41325392088228, -146.75491598806977"
92,2007-11-23 20:17:23 +0000,2007-11-23 20:21:25 +0000,"-55.314132803217284, -86.57517293490234","-9.395586298147109, -111.46527733676393"
93,1989-12-18 08:50:52 +0000,1989-12-18 11:02:34 +0000,"-85.03637776397508, 87.54516969894115","87.51270644424469, -107.6483412859893"
94,1973-03-13 13:48:23 +0000,1973-03-13 16:31:26 +0000,"30.684019079224186, 134.92297381701337","-81.15991225505056, 164.06695555659928"
95,1992-10-13 11:50:35 +0100,1992-10-13 13:22:20 +0100,"7.82949369115525, 122.05917472646081","-10.077386578478993, -29.335193591366675"
96,1989-04-09 04:28:24 +0100,1989-04-09 06:04:17 +0100,"-26.50916503086716, 90.67564637766964","-84.43983420652779, -60.630137053530476"
97,2011-12-15 08:34:56 +0000,2011-12-15 09:26:18 +0000,"-67.97820805953714, -108.88913680445073","-30.735315862285837, -59.46575780421706"
98,1982-02-03 06:35:23 +0000,1982-02-03 06:52:41 +0000,"-32.82345439481068, 164.8962048599651","64.35200879733517, -58.77849947666168"
99,2001-04-28 20:25:36 +0100,2001-04-28 21:38:36 +0100,"19.66745319861154, 94.41327667300595","-35.278098821582276, 98.5211883197249"
0,2008-11-19 17:07:03 +0000,2008-11-19 18:04:52 +0000,"13.295573178134703, -127.37569617500593","41.839018946076806, 6.128942239619704"
1,1977-04-30 07:10:13 +0100,1977-04-30 09:24:05 +0100,"-13.284009288017387, 172.71555828450795","-81.12253178308913, 70.03190976001548"
2,2014-12-21 17:43:53 +0000,2014-12-21 17:45:27 +0000,"5.584526285626609, 77.82697185400059","71.100614686256, -143.05092581565646"
3,2000-06-15 23:04:25 +0100,2000-06-16 00:54:33 +0100,"-78.77280101829781, 93.12802170192595","-58.13912896480946, -158.30133237127868"
4,2003-06-27 03:05:59 +0100,2003-06-27 05:15:54 +0100,"-47.27368558995839, 30.274338823769966","55.09474127398704, 44.70684600378962"
5,1971-08-14 06:07:11 +0100,1971-08-14 08:21:10 +0100,"-9.25900746923837, -63.66612413210514","-4.875238758117973, 162.88946870579412"
6,2011-08-11 11:20:54 +0100,2011-08-11 12:07:23 +0100,"-65.05337072832577, 137.59494507916787","-54.85472928978325, 90.04202286632056"
7,2007-01-04 14:35:43 +0000,2007-01-04 15:09:48 +0000,"30.5451564167423, -74.18776960093234","-88.43128914337922, 101.57210058932753"
8,2004-02-22 03:26:07 +0000,2004-02-22 05:44:13 +0000,"23.170131367783767, -49.913357544712966","67.10254698311346, -159.1677197148243"
9,1990-06-23 20:25:02 +0100,1990-06-23 20:57:57 +0100,"42.17310433757413, -102.12243009322894","23.824288632791124, 92.113710230749"
10,1976-11-09 11:18:14 +0000,1976-11-09 12:11:07 +0000,"-35.15001238950438, 47.639476004895215","10.788047405845845, 158.16073349251008"
11,1985-05-15 19:55:47 +0100,1985-05-15 21:13:37 +0100,"39.1397367719959, -21.110590740920117","65.33361560254804, 168.8153036874221"
12,2010-10-05 23:50:57 +0100,2010-10-06 00:27:07 +0100,"5.0183865667865035, -93.07332356292284","-28.471430403180364, 84.08425378683825"
13,2006-01-10 17:42:18 +0000,2006-01-10 19:49:27 +0000,"84.72435435014918, -137.6306179368311","52.9142230096231, -138.12898569914051"
14,2011-05-11 18:20:07 +0100,2011-05-11 19:10:01 +0100,"63.80881425681116, 156.08319653254864","1.4441161928852182, 170.23542605759724"
15,1973-04-08 02:15:17 +0100,1973-04-08 03:25:18 +0100,"-83.27251134005327, 74.77011205692","-23.564300658830675, 81.37783939707981"
16,1993-11-20 15:58:03 +0000,1993-11-20 16:50:56 +0000,"-44.5920598097208, 174.7852332754606","32.56611284557832, -134.54138987899609"
17,2014-12-11 10:16:07 +0000,2014-12-11 11:58:18 +0000,"89.79916895641551, 15.526841738283593","-24.370160123139073, 138.86319185089155"
18,2015-08-11 23:26:22 +0100,2015-08-12 00:21:07 +0100,"42.10850174340328, -30.881236024956195","0.26183761318895904, -88.68197257314736"
19,2005-07-30 17:16:58 +0100,2005-07-30 17:28:30 +0100,"-89.25887101376071, -25.152824841930936","80.2807225198462, 47.77735704639463"
20,1994-05-24 05:25:29 +0100,1994-05-24 07:14:25 +0100,"18.353798681402864, 81.96446972331466","-60.62668319610258, -154.63541091274482"
21,2014-05-28 09:36:40 +0100,2014-05-28 10:34:07 +0100,"-81.00139132869005, 109.3816770738398","35.36451624816988, -27.524860016692628"
22,2007-09-10 12:30:33 +0100,2007-09-10 14:04:57 +0100,"58.44737587832603, -74.75634122401786","-77.98121661440581, 91.66675765315233"
23,1980-02-03 06:00:04 +0000,1980-02-03 06:03:20 +0000,"50.64073123103, 26.76970556698228","7.016720054051206, 157.52607695471113"
24,2012-02-25 07:49:28 +0000,2012-02-25 09:38:21 +0000,"45.79977468884883, 65.52184101002555","-4.784617371797424, -178.33452823516328"
25,1997-09-07 07:28:51 +0100,1997-09-07 08:55:52 +0100,"50.964226821798206, -153.05951787258329","-12.441524448633444, 101.95059461059469"
26,1977-09-22 12:10:42 +0100,1977-09-22 12:25:08 +0100,"30.873761923411465, 2.006395249097409","49.0080940795398, -70.5676291739807"
27,1981-01-08 14:48:17 +0000,1981-01-08 16:23:49 +0000,"-80.47052887453358, -14.050957514723422","-63.49075924773601, 142.02482348961252"
28,1991-12-16 22:05:31 +0000,1991-12-16 22:31:07 +0000,"45.722888257593155, 172.28818631179564","-26.957163424047174, -160.4869781616989"
29,1983-03-21 19:02:22 +0000,1983-03-21 21:14:19 +0000,"-2.70330197882879, -25.517260503518827","-9.301277754604413, 93.24188660718573"
30,1983-10-02 11:25:30 +0100,1983-10-02 13:00:09 +0100,"-78.445182160909, -91.46024423120372","-47.22008086702683, 23.3102082726663"
31,1984-08-13 20:07:12 +0100,1984-08-13 21:25:44 +0100,"-87.91369815328208, 47.54097547276777","35.5513825803191, 175.11441107471893"
32,1971-06-14 16:42:35 +0100,1971-06-14 17:35:11 +0100,"81.25473543379266, 130.64120394708368","57.53890337845101, 150.35417036703996"
33,1980-04-24 19:01:09 +0100,1980-04-24 21:11:42 +0100,"2.938991292986344, -55.238742092255336","-14.395539889720894, 99.11056225682506"
34,1991-06-07 11:42:22 +0100,1991-06-07 13:19:47 +0100,"-82.72781188085713, -20.760656031428567","-63.01944880438681, -49.39901151386513"
35,2007-01-20 06:50:48 +0000,2007-01-20 06:57:13 +0000,"-49.675089560550504, 115.53393691525656","61.63798529447325, -134.448907848536"
36,2008-06-13 08:21:55 +0100,2008-06-13 10:49:04 +0100,"37.590526899674146, -119.36375452406519","49.85316285153175, 5.480946020019729"
37,1978-07-29 22:16:35 +0100,1978-07-30 00:01:53 +0100,"-56.72397522438357, 174.71396471452016","-13.34842620929895, -177.14712125951013"
38,2011-05-23 06:15:55 +0100,2011-05-23 06:36:36 +0100,"-19.016275765096154, -73.03683151895555","28.079525832995344, -22.36170203262111"
39,1982-05-06 04:02:17 +0100,1982-05-06 04:38:27 +0100,"-14.032709922110698, -45.912623330572586","32.75846581915488, -67.39480212792371"
40,1997-07-06 02:50:08 +0100,1997-07-06 04:44:15 +0100,"75.56348736127518, -170.1858743362322","8.119201997475884, 134.98880143998718"
41,2000-04-22 07:59:56 +0100,2000-04-22 08:35:44 +0100,"29.002944996738066, 136.58169564554964","-48.2851782713039, 51.45936537488126"
42,2009-08-06 05:54:56 +0100,2009-08-06 06:54:27 +0100,"61.461180562889695, 62.161782046372934","38.55437747859301, 118.82137120660627"
43,2012-05-08 13:25:27 +0100,2012-05-08 13:55:16 +0100,"34.877428729314005, -114.54723445699787","-26.723031692012462, 106.70890531896174"
44,1993-05-25 14:41:50 +0100,1993-05-25 15:32:26 +0100,"78.68868728082981, -23.21462993135745","88.85641998964695, 166.05539553513444"
45,1972-06-05 13:34:35 +0100,1972-06-05 14:53:34 +0100,"34.61875419526977, 72.8910900904313","-70.91823111423392, -15.326335461333684"
46,1979-10-15 00:14:01 +0100,1979-10-15 02:55:06 +0100,"15.174515294624854, -98.70725497754796","-7.593194494679452, -173.09520473923953"
47,1996-08-31 04:09:06 +0100,1996-08-31 06:21:52 +0100,"15.82910394062705, -55.167264064265154","-69.87893806422836, -113.49476848793532"
48,2012-12-24 01:43:23 +0000,2012-12-24 03:12:42 +0000,"-73.02793601958047, 101.19774704022171","-84.5804773182192, -31.4089111242684"
49,2004-11-18 14:55:33 +0000,2004-11-18 16:24:30 +0000,"-11.675432860349176, 141.95317887944998","-29.557794761002036, -57.01218227262348"
50,2005-09-12 18:48:53 +0100,2005-09-12 18:54:08 +0100,"28.217828944566634, 157.8878020961306","7.5956697392734185, -120.1444792011404"
51,1981-01-02 15:03:13 +0000,1981-01-02 16:06:11 +0000,"-41.1093690936634, 130.97492803917913","22.313198580441025, 119.43702890568181"
52,1992-05-09 14:46:00 +0100,1992-05-09 16:07:45 +0100,"-41.63498520798976, -61.20503172975195","-13.736612652222675, -79.03351366051977"
53,2003-08-22 23:08:47 +0100,2003-08-23 01:15:16 +0100,"-84.93013172054589, 171.97881976324555","34.580425619105355, -47.31271143666319"
54,1997-12-01 06:28:46 +0000,1997-12-01 07:59:48 +0000,"-31.90573032744964, -171.86527808892546","83.6569104717833, 151.49170576521857"
55,1975-10-19 01:51:25 +0100,1975-10-19 02:22:53 +0100,"53.0144281656689, -156.20255997290968","4.050108906381567, -7.516906377359561"
56,2007-05-23 22:57:20 +0100,2007-05-23 22:58:40 +0100,"-24.649640386204396, -57.003276082663035","34.03981152131476, -79.40070195519303"
57,1973-01-28 13:49:36 +0000,1973-01-28 15:08:06 +0000,"62.33265836160939, 58.77911616483789","29.495738994738986, 108.3004582738725"
58,2003-05-05 15:04:51 +0100,2003-05-05 16:17:45 +0100,"-89.17346347960084, 4.18308958910464","37.58897208136854, 156.772250133961"
59,1989-08-27 17:54:15 +0100,1989-08-27 19:38:37 +0100,"85.2313801617693, -144.48992242302566","78.59764173823294, -166.9516300552505"
60,1985-01-13 14:39:35 +0000,1985-01-13 16:51:51 +0000,"-73.63399032554416, 66.17037268130022","-48.30430786774516, 75.33149043642587"
61,1972-10-09 18:19:12 +0100,1972-10-09 18:50:52 +0100,"40.01470932736922, -92.30888912598564","-69.0160474004272, 36.44113724212082"
62,1990-04-08 17:36:44 +0100,1990-04-08 17:40:33 +0100,"-29.189815181340286, 49.190904237777374","-16.430927989740695, 103.19355259202638"
63,1977-06-11 12:54:55 +0100,1977-06-11 15:14:01 +0100,"-56.104723180101985, 141.91518322361156","-34.03299331036023, 22.658859734687923"
64,1974-06-28 17:22:42 +0100,1974-06-28 18:11:45 +0100,"11.861293311163664, -158.01272309314152","15.821500729313499, -9.057263152994182"
65,1985-09-06 04:51:27 +0100,1985-09-06 05:31:17 +0100,"-6.120185918702262, -112.03994990451103","-87.06552574129832, 77.89258148612817"
66,1972-10-20 09:01:07 +0100,1972-10-20 09:23:54 +0100,"-71.72343315726191, -12.56970993384175","-37.61872949267179, 15.861852994859532"
67,1983-08-11 10:51:39 +0100,1983-08-11 12:29:29 +0100,"79.29634920668136, 0.9077382752182359","-6.122269899107266, 84.26587509758576"
68,1994-01-07 07:53:22 +0000,1994-01-07 08:25:32 +0000,"13.515265800261133, -156.6765480685667","-61.55226181044554, -101.24399355016769"
69,1980-05-21 23:36:46 +0100,1980-05-22 00:54:28 +0100,"22.03327411886103, 155.90729733395398","-50.64612881493212, -41.32848079624526"
70,1986-07-03 12:14:36 +0100,1986-07-03 13:53:32 +0100,"-59.82969404611438, 29.02809112491255","52.991767690302225, 61.84208354664699"
71,2014-05-10 22:13:22 +0100,2014-05-11 00:48:41 +0100,"50.888100644552765, -34.89778775204505","-5.5273736109915035, 146.58239458539026"
72,1974-05-17 07:59:29 +0100,1974-05-17 09:09:21 +0100,"-40.8448181652281, -10.118340592071831","43.71684148343675, 6.152419462478434"
73,1999-04-23 02:38:46 +0100,1999-04-23 04:50:47 +0100,"35.16837537791221, -106.95412497083193","78.69638757472993, 154.35252280462265"
74,2000-08-26 03:11:06 +0100,2000-08-26 04:37:41 +0100,"45.81218935097877, 59.000914658633064","61.67951087255872, 99.8643811146909"
75,1985-01-14 00:28:07 +0000,1985-01-14 01:18:53 +0000,"47.626753970831544, 28.76703432376695","-38.79788937194552, -99.97138478215267"
76,2013-07-31 04:09:28 +0100,2013-07-31 06:20:12 +0100,"-88.93620896048861, 83.74804353123136","59.86546435074197, -135.1532339419208"
77,1991-01-20 01:57:57 +0000,1991-01-20 02:23:28 +0000,"-56.551174779255284, 33.90915976085839","12.994170215883699, 165.4888127164258"
78,1986-09-03 11:53:09 +0100,1986-09-03 12:27:49 +0100,"49.73541978997952, -1.346857406874875","-42.425587236146505, -142.3058196872459"
79,2015-04-19 14:02:56 +0100,2015-04-19 16:42:09 +0100,"-45.23432406923716, -13.726732984368226","-83.5704853715648, 110.82674230493461"
80,2003-12-18 11:03:47 +0000,2003-12-18 12:12:41 +0000,"-84.03872122641134, -171.23796910469636","-75.28427815379173, -81.15164364011807"
81,2014-09-17 07:23:28 +0100,2014-09-17 09:43:25 +0100,"-68.14613114968515, 145.54718246387398","-27.923195585719334, 87.03648368858433"
82,2001-09-25 02:48:47 +0100,2001-09-25 04:41:38 +0100,"-54.55365247749742, 70.2788950950816","45.71817966736492, 10.22772832981343"
83,2006-12-06 00:54:56 +0000,2006-12-06 02:11:54 +0000,"-18.863600559990687, 56.76758032422063","-1.4896212717997486, 5.540127534179419"
84,1979-04-19 07:41:19 +0100,1979-04-19 09:47:06 +0100,"-80.00278432556425, 49.654323652720365","66.41540573944354, -151.65808623185492"
85,1989-07-30 20:17:07 +0100,1989-07-30 22:23:03 +0100,"38.71812904253966, -104.02233900776639","-14.8153793759857, 146.95798783696733"
86,2015-01-07 14:14:23 +0000,2015-01-07 14:43:03 +0000,"-51.28224542500716, 56.121536446545406","-78.95112296349356, -140.31644919907637"
87,1992-08-03 23:47:39 +0100,1992-08-04 02:09:34 +0100,"-41.379194862662445, 97.01901853267111","85.61521216132812, -176.39989815478643"
88,2010-03-21 18:34:03 +0000,2010-03-21 18:56:42 +0000,"-84.26108905847103, 157.54223269171507","-45.937446493817845, -19.49225805651659"
89,1987-03-28 08:41:57 +0000,1987-03-28 10:52:04 +0000,"-4.547828549906043, -22.26327972272398","53.55280572369125, 74.66970051744556"
90,1976-05-09 00:43:36 +0100,1976-05-09 02:54:15 +0100,"83.29027499043164, -37.22814757282336","-48.22472036554537, 150.37009339179554"
91,2003-07-03 21:12:34 +0100,2003-07-03 22:20:59 +0100,"-36.053118432199106, 178.3497844228733","37.96257513618238, -160.2851505820219"
92,1974-12-24 20:58:38 +0000,1974-12-24 22:47:05 +0000,"-17.992640870190684, 31.337156341805155","84.42207454640487, -89.28806967641604"
93,2013-04-24 10:02:35 +0100,2013-04-24 12:26:52 +0100,"-42.89129336585628, -162.01135497224521","25.678816677712717, -167.8471334091276"
94,1996-12-19 00:26:58 +0000,1996-12-19 01:21:18 +0000,"-13.743169035674185, -149.16860174428277","-32.42837760601483, -74.33041708764293"
95,2011-08-21 02:23:21 +0100,2011-08-21 04:09:28 +0100,"-25.462314601531233, 70.01875597754386","-79.24033447926965, 52.79607945817011"
96,2009-08-17 00:59:39 +0100,2009-08-17 03:07:49 +0100,"13.942979745136427, 70.75578525798093","48.00131970754825, 122.69944943399435"
97,1982-05-15 16:05:32 +0100,1982-05-15 18:10:24 +0100,"-78.35478605761726, -159.0328733604375","73.61057492759619, 120.16708665237928"
98,1984-02-02 03:58:34 +0000,1984-02-02 05:16:38 +0000,"-62.243085158512315, 149.62700313219767","-12.310864127678983, 3.551591423965874"
99,2001-02-07 01:15:59 +0000,2001-02-07 03:54:05 +0000,"-81.5680569312307, 174.94451844372566","-62.99149243261874, -134.07505706946228"
0,2004-06-23 06:28:08 +0100,2004-06-23 09:02:20 +0100,"-52.7650283439517, 80.84718123007008","-63.93923915767907, -8.78561259540919"
1,1997-07-23 08:30:21 +0100,1997-07-23 09:35:46 +0100,"22.035785241657408, 127.52570257701478","-2.6087437091566983, 68.71223332224818"
2,2010-11-11 10:09:19 +0000,2010-11-11 10:43:58 +0000,"-83.42122794070391, -106.49920732802177","-2.3026019685072185, 78.5102620936836"
3,1986-04-24 00:07:30 +0100,1986-04-24 01:24:36 +0100,"-82.77895600306394, -137.12606472802162","-20.69559738279102, -12.494697266649297"
4,2015-08-21 11:57:10 +0100,2015-08-21 12:09:38 +0100,"8.361243646906033, -156.15364616158996","1.2081152790198644, 29.814905543528425"
5,1974-01-11 21:45:04 +0000,1974-01-11 22:16:04 +0000,"67.65190033579537, 134.44065599223723","-39.22777657842118, -27.762575753320334"
6,1996-02-28 00:20:09 +0000,1996-02-28 02:15:40 +0000,"-38.26783786049544, -109.29976138768048","1.1868981262345955, -36.858028440455314"
7,2004-04-30 20:19:39 +0100,2004-04-30 22:28:14 +0100,"34.60795816759715, 86.26983565142217","-18.558032212838057, 57.216608115784226"
8,1974-07-26 22:15:48 +0100,1974-07-27 00:24:55 +0100,"19.073556984050995, -168.71298362388282","72.959222423618, -27.450694748222872"
9,1983-08-04 07:47:07 +0100,1983-08-04 08:47:12 +0100,"22.173379220277198, -167.2358551908076","43.79651576424618, -103.53465955687729"
10,1983-08-03 03:02:24 +0100,1983-08-03 03:03:09 +0100,"51.322109928237296, 48.29297252663412","-36.649345337004476, 67.89141547406962"
11,2010-10-15 17:00:37 +0100,2010-10-15 19:00:19 +0100,"-82.0963751280553, -140.56821639278036","-38.132575565944634, 127.80138541419262"
12,1994-11-10 09:18:48 +0000,1994-11-10 11:11:29 +0000,"-78.02717546109551, -127.74113217371462","37.119956048921125, -121.50741605385426"
13,2011-05-16 13:40:01 +0100,2011-05-16 14:19:20 +0100,"37.508970509094354, -82.52412785094589","-68.92911790571044, 156.9560358079081"
14,1988-02-21 11:37:59 +0000,1988-02-21 12:17:20 +0000,"28.251683521113335, 89.83885799757303","83.91434262193323, 107.23158844330493"
15,1985-02-28 19:56:53 +0000,1985-02-28 22:07:44 +0000,"-18.49813216221247, -59.9002783518109","87.89097889293902, -44.24701922314557"
16,1977-01-18 10:57:29 +0000,1977-01-18 13:32:16 +0000,"-31.912650947602273, 86.44948069914898","-13.937931561570181, 106.96289720027494"
17,1990-06-26 15:04:13 +0100,1990-06-26 16:35:31 +0100,"-76.1038244617852, -122.11340119743895","87.66332851319555, -89.97645921490215"
18,1974-06-16 05:05:32 +0100,1974-06-16 06:32:14 +0100,"68.92901659877748, -154.03383944021277","0.0721420900638634, 49.353282118677754"
19,2000-05-15 02:50:29 +0100,2000-05-15 03:29:03 +0100,"66.0075144658849, -171.69834817231975","50.59227498150429, -121.68192193202508"
20,1991-01-10 01:49:37 +0000,1991-01-10 02:07:26 +0000,"-18.294776601416103, 114.73607032638574","-41.0529486459115, 88.04106835657217"
21,1979-05-25 04:20:52 +0100,1979-05-25 04:41:30 +0100,"-64.8149749033472, -56.437360641245576","30.379272873470796, -93.44790319062125"
22,1981-08-30 05:57:48 +0100,1981-08-30 06:18:24 +0100,"-74.12351709818897, -75.63241002717645","-14.740939248673413, -170.3288277561797"
23,1993-03-29 06:32:10 +0100,1993-03-29 08:28:23 +0100,"41.15543758423232, -122.8030252410881","56.309960471511744, -57.477183868899715"
24,1992-10-26 20:54:03 +0000,1992-10-26 22:59:07 +0000,"-81.88811927478768, 24.718900700993174","44.728974711729336, -136.7499242773962"
25,1977-06-26 15:23:05 +0100,1977-06-26 16:32:24 +0100,"32.922015962763126, 92.70312096363762","-49.18400732074035, 13.982041553851701"
26,1979-04-07 04:18:19 +0100,1979-04-07 05:33:45 +0100,"-26.137874003092584, -86.12578575280557","55.982190960186074, -97.58400322968728"
27,2011-03-16 13:44:05 +0000,2011-03-16 14:39:27 +0000,"87.13986674601668, -44.107691318259214","86.52442999374318, -149.38712749703467"
28,2014-02-17 22:07:25 +0000,2014-02-18 00:48:43 +0000,"54.051680595945726, -93.36440441051653","-44.178886490591886, -68.81560166319845"
29,2009-09-30 11:30:55 +0100,2009-09-30 14:16:40 +0100,"66.96328551701706, 158.0724163706106","1.073314759721896, 77.51085483796447"
30,1996-02-19 18:14:10 +0000,1996-02-19 19:04:54 +0000,"0.5596908667903477, 52.99564833899714","-47.503838381172756, 151.22003690660324"
